anio;nromes;mes;apellido;nombre;cargo;asig_mensuales;salario_familiar;descuentos_mensuales;liquido
2013;12;Diciembre;CENZON;EDUARDO;Ministro de Ambiente y Espacio Público (desde 06/12/2013);39174,2;;-12323,6;26850,6
2013;12;Diciembre;IBARRA;ANDRES HORACIO;Ministro de Modernización;47009;;-14934;32075
2013;12;Diciembre;MONZO;EMILIO;Ministro de Gobierno;47009;1472,5;-15375,3;33106,3
2013;12;Diciembre;PEÑA;MARCOS;Secretario General;42350,2;340;-14733,9;27956,3
2013;12;Diciembre;CLUSELLAS;PABLO;Secretario Legal y Técnico;44658,6;;-14386,2;30272,3
2013;12;Diciembre;GAYTAN;FACUNDO AMADO;Secretario de Comunicación Social;44658,6;;-15055,8;29602,8
2013;12;Diciembre;DE GODOY;MIGUEL ANGEL;Secretario de Medios;44658,6;;-15055,8;29602,8
2013;12;Diciembre;MACCHIAVELLI;EDUARDO ALBERTO;Secretario de Gestión Comunal y Atención Ciudadana;44658,6;385;-13952,1;31091,5
2013;12;Diciembre;;;Subsecretario;37607,2;;;
2013;12;Diciembre;;;Director General;32906,3;;;
2013;12;Diciembre;;;Director General Adjunto;32906,3;;;
