ANIO;MES;APELLIDO;NOMBRES;CARGO;ASIG_MENSUALES;SALARIO_FAMILIAR;DESCUENTOS_MENSUALES;LIQUIDO
2012;DICIEMBRE;BULLRICH;ESTEBAN JOSE;MINISTRO;34999,5;0;11360,3;23639,3
2012;DICIEMBRE;CABRERA;FRANCISCO ADOLFO;MINISTRO;34999,5;0;10269,6;24729,9
2012;DICIEMBRE;CHAIN;DANIEL GUSTAVO;MINISTRO;34999,5;0;11105,1;23894,5
2012;DICIEMBRE;MONZO;EMILIO;MINISTRO;35631;631,5;11068,2;24562,8
2012;DICIEMBRE;STANLEY;CAROLINA;MINISTRO;34999,5;0;10861,7;24137,8
2012;DICIEMBRE;LOMBARDI;HERNAN SANTIAGO;MINISTRO;34999,5;0;10941,9;24057,6
2012;DICIEMBRE;SANTILLI;DIEGO CESAR;MINISTRO;34999,5;0;10171,2;24828,3
2012;DICIEMBRE;MONTENEGRO;GUILLERMO TRISTAN;MINISTRO;34999,5;0;10718,6;24280,9
2012;DICIEMBRE;IBARRA;ANDRES HORACIO;MINISTRO;34999,5;0;10893,1;24106,5
2012;DICIEMBRE;REYBAUD;GRACIELA MABEL;MINISTRO;34999,5;0;12412,9;22586,6
2012;DICIEMBRE;CLUSELLAS;PABLO;SECRETARIO LEGAL Y TECNICO;33249,5;0;9375,82;23873,7
2012;DICIEMBRE;DE GODOY;MIGUEL ANGEL;SECRETARIO MEDIOS;33249,5;0;10732,7;22516,8
2012;DICIEMBRE;KLEMENSIEWICZ;MARINA;SECRETARIA HABITAT;33249,5;0;9004,05;24245,5
2012;DICIEMBRE;MACCHIAVELLI;EDUARDO ALBERTO;SECRETARIO ATENC.CIUD;33788,5;539;9883,86;23904,7
2012;DICIEMBRE;LOSTRI;HECTOR ANTONIO;SECRETARIO GRAL. PLANEAMIENTO;34999,5;0;10066,2;24933,3
2012;DICIEMBRE;PEÑA;MARCOS;SECRETARIO GENERAL;35301,5;302;10752,3;24549,2
2012;DICIEMBRE;SALVAI;CARLOS FEDERICO;SECRETARIO GRAL. DES.CUIDADANO;33249,5;0;11142;22107,5
2012;DICIEMBRE;GAYTAN;FACUNDO AMADO;SECRETARIO GRAL COMUNICACIÓN;33249,5;0;10732,7;22516,8
